MgO_ID,Structure,E_ads
110_14,"{'numbers': [12, 8, 8, 8, 12, 12, 8, 12, 12, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 8, 12, 12, 8, 8, 12, 8, 8, 6], 'positions': [[1.45807409, 6.0, 6.4289753], [1.45807409, 3.85891559, 6.4289753], [1.45807409, 8.14108441, 6.4289753], [0.62482005, 6.96263158, 8.5989753], [7.5139753, 1.71783119, 6.4289753], [4.4860247, 1.71783119, 6.4289753], [6.0, 1.71783119, 4.915], [4.4860247, 6.0, 3.4010247], [7.5139753, 6.0, 3.4010247], [7.5139753, 3.85891559, 3.4010247], [4.4860247, 3.85891559, 3.4010247], [2.97204939, 3.85891559, 4.915], [7.5139753, 6.0, 6.4289753], [4.4860247, 6.0, 6.4289753], [6.0, 3.85891559, 4.915], [4.4860247, 3.85891559, 6.4289753], [6.0, 6.0, 4.915], [2.97204939, 6.0, 4.915], [7.5139753, 3.85891559, 6.4289753], [7.5139753, 8.14108441, 3.4010247], [4.4860247, 8.14108441, 3.4010247], [2.97204939, 8.14108441, 4.915], [7.5139753, 10.28216881, 6.4289753], [4.4860247, 10.28216881, 6.4289753], [6.0, 8.14108441, 4.915], [4.4860247, 8.14108441, 6.4289753], [6.0, 10.28216881, 4.915], [7.5139753, 8.14108441, 6.4289753], [6.68072126, 6.96263158, 8.5989753], [5.31927874, 5.03736842, 8.5989753], [9.02795061, 3.85891559, 4.915], [10.54192591, 6.0, 6.4289753], [10.54192591, 3.85891559, 6.4289753], [9.02795061, 6.0, 4.915], [9.02795061, 8.14108441, 4.915], [10.54192591, 8.14108441, 6.4289753], [11.37517995, 5.03736842, 8.5989753], [6.0, 6.0, 8.5989753]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[178.598254232421,3.48224814727483]"
100-h_1,"{'numbers': [12, 8, 12, 8, 8, 12, 12, 12, 8, 8, 12, 12, 12, 8, 8, 12, 12, 12, 12, 8, 8, 8, 1, 8, 1, 8, 8, 8, 12, 8, 8, 6], 'positions': [[1.70251268, 5.99990645, 4.85515959], [1.71313182, 3.85120961, 4.87577923], [3.85120962, 8.13337863, 4.84725339], [3.8512096, 1.71313177, 4.87577918], [1.73314932, 8.13337864, 4.8590622], [6.0237786, 8.13337863, 2.74273392], [5.99990649, 1.70251268, 4.85515961], [8.1333786, 8.13337858, 5.22811732], [8.13337863, 1.73314932, 4.85906221], [5.96926989, 8.13337862, 4.85906221], [10.26685068, 5.99990645, 4.85515959], [3.85120961, 3.85120962, 4.8406377], [3.85120957, 6.0003792, 2.72737068], [3.85120958, 5.98928746, 4.87577922], [10.27746982, 3.85120961, 4.87577923], [6.0003792, 3.85120957, 2.72737066], [5.99990649, 5.9999065, 4.85515963], [8.13337859, 3.8512096, 4.84725337], [8.13337861, 6.02377862, 2.74273391], [8.13337861, 5.96926989, 4.85906222], [5.98928738, 3.8512096, 4.87577925], [5.99144718, 5.99144722, 2.71684037], [8.13337896, 8.13337781, 8.14586466], [8.13337857, 8.13337871, 7.18834411], [5.96926989, 8.13337862, 5.85906221], [5.99990649, 5.9999065, 6.92515963], [5.99990649, 5.9999065, 9.28315963], [3.8512096, 10.27746977, 4.87577918], [5.99990649, 10.26685068, 4.85515961], [8.13337863, 10.29748732, 4.85906221], [10.29748732, 8.13337864, 4.8590622], [5.99990649, 5.9999065, 8.10415963]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[173.465908632555,2.70519095886725]"
100-h_2,"{'numbers': [12, 8, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 8, 1, 8, 8, 8, 12, 8, 8, 6], 'positions': [[1.70251268, 5.99990645, 5.4381083], [1.71313182, 3.85120961, 5.45872794], [3.85120962, 8.13337863, 5.4302021], [3.8512096, 8.13337861, 3.29507006], [3.8512096, 1.71313177, 5.45872789], [1.73314932, 8.13337864, 5.44201091], [6.0237786, 8.13337863, 3.32568263], [5.99990649, 1.70251268, 5.43810832], [8.1333786, 8.13337858, 5.81106603], [8.13337862, 8.13337863, 3.27118662], [8.13337863, 1.73314932, 5.44201092], [5.96926989, 8.13337862, 5.44201092], [10.26685068, 5.99990645, 5.4381083], [3.85120961, 3.85120962, 5.42358641], [3.85120957, 6.0003792, 3.31031939], [3.8512096, 3.85120962, 3.29540785], [3.85120958, 5.98928746, 5.45872793], [10.27746982, 3.85120961, 5.45872794], [6.0003792, 3.85120957, 3.31031937], [5.99990649, 5.9999065, 5.43810834], [8.13337859, 3.8512096, 5.43020208], [8.13337861, 6.02377862, 3.32568262], [8.13337861, 3.8512096, 3.29507005], [8.13337861, 5.96926989, 5.44201093], [5.98928738, 3.8512096, 5.45872796], [5.99144718, 5.99144722, 3.29978908], [8.13337896, 8.13337781, 8.72881338], [8.13337857, 8.13337871, 7.77129282], [5.96926989, 8.13337862, 6.44201092], [5.99990649, 7.1789065, 7.60810834], [5.99990649, 4.8209065, 7.60810834], [3.8512096, 10.27746977, 5.45872789], [5.99990649, 10.26685068, 5.43810832], [8.13337863, 10.29748732, 5.44201092], [10.29748732, 8.13337864, 5.44201091], [5.99990649, 5.9999065, 7.60810834]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[177.802045763983,3.07962044651339]"
100-h_3,"{'numbers': [12, 8, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 8, 1, 8, 8, 8, 12, 8, 8, 6], 'positions': [[1.70251268, 5.99990645, 5.4381083], [1.71313182, 3.85120961, 5.45872794], [3.85120962, 8.13337863, 5.4302021], [3.8512096, 8.13337861, 3.29507006], [3.8512096, 1.71313177, 5.45872789], [1.73314932, 8.13337864, 5.44201091], [6.0237786, 8.13337863, 3.32568263], [5.99990649, 1.70251268, 5.43810832], [8.1333786, 8.13337858, 5.81106603], [8.13337862, 8.13337863, 3.27118662], [8.13337863, 1.73314932, 5.44201092], [5.96926989, 8.13337862, 5.44201092], [10.26685068, 5.99990645, 5.4381083], [3.85120961, 3.85120962, 5.42358641], [3.85120957, 6.0003792, 3.31031939], [3.8512096, 3.85120962, 3.29540785], [3.85120958, 5.98928746, 5.45872793], [10.27746982, 3.85120961, 5.45872794], [6.0003792, 3.85120957, 3.31031937], [5.99990649, 5.9999065, 5.43810834], [8.13337859, 3.8512096, 5.43020208], [8.13337861, 6.02377862, 3.32568262], [8.13337861, 3.8512096, 3.29507005], [8.13337861, 5.96926989, 5.44201093], [5.98928738, 3.8512096, 5.45872796], [5.99144718, 5.99144722, 3.29978908], [8.13337896, 8.13337781, 8.72881338], [8.13337857, 8.13337871, 7.77129282], [5.96926989, 8.13337862, 6.44201092], [7.17890649, 5.9999065, 7.60810834], [4.82090649, 5.9999065, 7.60810834], [3.8512096, 10.27746977, 5.45872789], [5.99990649, 10.26685068, 5.43810832], [8.13337863, 10.29748732, 5.44201092], [10.29748732, 8.13337864, 5.44201091], [5.99990649, 5.9999065, 7.60810834]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[178.235669597439,3.20677081456053]"
100-h_4,"{'numbers': [12, 8, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 8, 1, 8, 8, 8, 12, 8, 8, 6], 'positions': [[1.70251268, 5.99990645, 5.4381083], [1.71313182, 3.85120961, 5.45872794], [3.85120962, 8.13337863, 5.4302021], [3.8512096, 8.13337861, 3.29507006], [3.8512096, 1.71313177, 5.45872789], [1.73314932, 8.13337864, 5.44201091], [6.0237786, 8.13337863, 3.32568263], [5.99990649, 1.70251268, 5.43810832], [8.1333786, 8.13337858, 5.81106603], [8.13337862, 8.13337863, 3.27118662], [8.13337863, 1.73314932, 5.44201092], [5.96926989, 8.13337862, 5.44201092], [10.26685068, 5.99990645, 5.4381083], [3.85120961, 3.85120962, 5.42358641], [3.85120957, 6.0003792, 3.31031939], [3.8512096, 3.85120962, 3.29540785], [3.85120958, 5.98928746, 5.45872793], [10.27746982, 3.85120961, 5.45872794], [6.0003792, 3.85120957, 3.31031937], [5.99990649, 5.9999065, 5.43810834], [8.13337859, 3.8512096, 5.43020208], [8.13337861, 6.02377862, 3.32568262], [8.13337861, 3.8512096, 3.29507005], [8.13337861, 5.96926989, 5.44201093], [5.98928738, 3.8512096, 5.45872796], [5.99144718, 5.99144722, 3.29978908], [8.13337896, 8.13337781, 8.72881338], [8.13337857, 8.13337871, 7.77129282], [5.96926989, 8.13337862, 6.44201092], [6.83358539, 6.83358539, 7.60810834], [5.1662276, 5.1662276, 7.60810834], [3.8512096, 10.27746977, 5.45872789], [5.99990649, 10.26685068, 5.43810832], [8.13337863, 10.29748732, 5.44201092], [10.29748732, 8.13337864, 5.44201091], [5.99990649, 5.9999065, 7.60810834]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.322988154734,3.30521163072856]"
100-h_5,"{'numbers': [12, 8, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 8, 1, 8, 8, 8, 12, 8, 8, 6], 'positions': [[1.70251268, 5.99990645, 5.4381083], [1.71313182, 3.85120961, 5.45872794], [3.85120962, 8.13337863, 5.4302021], [3.8512096, 8.13337861, 3.29507006], [3.8512096, 1.71313177, 5.45872789], [1.73314932, 8.13337864, 5.44201091], [6.0237786, 8.13337863, 3.32568263], [5.99990649, 1.70251268, 5.43810832], [8.1333786, 8.13337858, 5.81106603], [8.13337862, 8.13337863, 3.27118662], [8.13337863, 1.73314932, 5.44201092], [5.96926989, 8.13337862, 5.44201092], [10.26685068, 5.99990645, 5.4381083], [3.85120961, 3.85120962, 5.42358641], [3.85120957, 6.0003792, 3.31031939], [3.8512096, 3.85120962, 3.29540785], [3.85120958, 5.98928746, 5.45872793], [10.27746982, 3.85120961, 5.45872794], [6.0003792, 3.85120957, 3.31031937], [5.99990649, 5.9999065, 5.43810834], [8.13337859, 3.8512096, 5.43020208], [8.13337861, 6.02377862, 3.32568262], [8.13337861, 3.8512096, 3.29507005], [8.13337861, 5.96926989, 5.44201093], [5.98928738, 3.8512096, 5.45872796], [5.99144718, 5.99144722, 3.29978908], [8.13337896, 8.13337781, 8.72881338], [8.13337857, 8.13337871, 7.77129282], [5.96926989, 8.13337862, 6.44201092], [5.16690649, 6.8329065, 7.60810834], [6.83290649, 5.1669065, 7.60810834], [3.8512096, 10.27746977, 5.45872789], [5.99990649, 10.26685068, 5.43810832], [8.13337863, 10.29748732, 5.44201092], [10.29748732, 8.13337864, 5.44201091], [5.99990649, 5.9999065, 7.60810834]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[177.67510613868,2.99251741053036]"
100-h_6,"{'numbers': [12, 12, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 8, 1, 8, 8, 12, 8, 12, 12, 12, 8, 12, 8, 12, 6], 'positions': [[1.71783102, 8.13337863, 5.23460333], [3.89039999, 8.13337863, 3.13008386], [3.86652788, 1.70251268, 5.24250954], [6.0, 8.13337858, 5.61546725], [6.00000002, 8.13337863, 3.07558785], [6.00000002, 1.73314932, 5.24641214], [3.83589128, 8.13337862, 5.24641214], [8.1329994, 3.85120965, 3.11472066], [8.13347207, 5.99990645, 5.24250953], [1.71783101, 3.85120962, 5.22798763], [1.71783098, 5.98928746, 5.26312916], [8.14409122, 3.85120961, 5.26312917], [8.14193142, 5.99144723, 3.10419036], [3.8670006, 3.85120957, 3.11472059], [3.86652789, 5.9999065, 5.24250956], [5.99999999, 3.8512096, 5.23460331], [6.00000001, 6.02377862, 3.13008384], [6.00000001, 3.8512096, 3.09947127], [6.00000001, 5.96926989, 5.24641215], [3.85590878, 3.8512096, 5.26312919], [3.85806857, 5.99144722, 3.1041903], [6.00000036, 8.13337781, 8.5332146], [5.99999997, 8.13337871, 7.57569405], [3.83589128, 8.13337862, 6.24641214], [6.00000001, 5.96926989, 6.56641215], [6.00000001, 5.96926989, 8.92441215], [3.86652788, 10.26685068, 5.24250954], [6.00000002, 10.29748732, 5.24641214], [8.10959999, 8.13337858, 3.13008382], [8.13347212, 1.70251275, 5.24250953], [10.28216902, 8.13337863, 5.23460333], [8.16410872, 8.13337864, 5.24641213], [10.28216901, 3.85120962, 5.22798763], [10.28216898, 5.98928746, 5.26312916], [8.13347212, 10.26685075, 5.24250953], [6.00000001, 5.96926989, 7.74541215]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[177.363009300734,3.09229838181404]"
100-h_7,"{'numbers': [12, 8, 12, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 8, 1, 8, 8, 12, 12, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 8, 8, 12, 8, 6], 'positions': [[1.71783103, 8.14531467, 6.4840968], [1.71783101, 8.14531465, 4.34896476], [3.8904, 8.14531467, 4.37957733], [3.86652789, 1.71444872, 6.49200302], [6.0, 8.14531462, 6.86496073], [5.99999997, 1.69057665, 4.3795773], [6.00000003, 8.14531466, 4.32508132], [6.00000003, 1.74508535, 6.49590562], [3.83589129, 8.14531466, 6.49590561], [3.8580686, 1.72290803, 4.35368382], [8.1329994, 3.86314569, 4.36421414], [8.13347208, 6.01184249, 6.492003], [1.71783101, 3.86314566, 6.47748111], [1.71783097, 6.01231524, 4.36421409], [1.717831, 3.86314565, 4.34930255], [1.71783098, 6.0012235, 6.51262263], [8.14409123, 3.86314564, 6.51262264], [8.14193143, 6.00338327, 4.35368384], [6.00000001, 6.00423015, 2.21729193], [3.8670006, 3.86314561, 4.36421407], [3.86652789, 6.01184254, 6.49200304], [6.0, 3.86314564, 6.48409678], [6.00000002, 6.03571466, 4.37957732], [6.00000001, 3.86314564, 4.34896475], [6.00000001, 5.98120592, 6.49590563], [3.85590879, 3.86314563, 6.51262266], [3.85806858, 6.00338326, 4.35368378], [6.00000036, 8.14531385, 9.78270807], [5.99999998, 8.14531474, 8.82518752], [3.83589129, 8.14531466, 7.49590561], [6.00000001, 7.16020592, 7.91590563], [6.00000001, 4.80220592, 7.91590563], [3.86652789, 10.27878672, 6.49200302], [5.99999997, 10.25491465, 4.3795773], [6.00000003, 10.30942335, 6.49590562], [3.8580686, 10.28724603, 4.35368382], [8.10959999, 8.14531462, 4.3795773], [8.13347213, 1.71444879, 6.49200301], [10.28216903, 8.14531467, 6.4840968], [10.28216901, 8.14531465, 4.34896476], [8.16410873, 8.14531468, 6.49590561], [8.14193142, 1.72290804, 4.35368382], [10.28216901, 3.86314566, 6.47748111], [10.28216897, 6.01231524, 4.36421409], [10.282169, 3.86314565, 4.34930255], [10.28216898, 6.0012235, 6.51262263], [8.13347213, 10.27878679, 6.49200301], [8.14193142, 10.28724604, 4.35368382], [6.00000001, 5.98120592, 7.91590563]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[130.053439227734,1.42010473619008]"
100-h_8,"{'numbers': [12, 8, 12, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 8, 1, 8, 8, 12, 12, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 8, 8, 12, 8, 6], 'positions': [[1.71783103, 8.14531467, 6.4840968], [1.71783101, 8.14531465, 4.34896476], [3.8904, 8.14531467, 4.37957733], [3.86652789, 1.71444872, 6.49200302], [6.0, 8.14531462, 6.86496073], [5.99999997, 1.69057665, 4.3795773], [6.00000003, 8.14531466, 4.32508132], [6.00000003, 1.74508535, 6.49590562], [3.83589129, 8.14531466, 6.49590561], [3.8580686, 1.72290803, 4.35368382], [8.1329994, 3.86314569, 4.36421414], [8.13347208, 6.01184249, 6.492003], [1.71783101, 3.86314566, 6.47748111], [1.71783097, 6.01231524, 4.36421409], [1.717831, 3.86314565, 4.34930255], [1.71783098, 6.0012235, 6.51262263], [8.14409123, 3.86314564, 6.51262264], [8.14193143, 6.00338327, 4.35368384], [6.00000001, 6.00423015, 2.21729193], [3.8670006, 3.86314561, 4.36421407], [3.86652789, 6.01184254, 6.49200304], [6.0, 3.86314564, 6.48409678], [6.00000002, 6.03571466, 4.37957732], [6.00000001, 3.86314564, 4.34896475], [6.00000001, 5.98120592, 6.49590563], [3.85590879, 3.86314563, 6.51262266], [3.85806858, 6.00338326, 4.35368378], [6.00000036, 8.14531385, 9.78270807], [5.99999998, 8.14531474, 8.82518752], [3.83589129, 8.14531466, 7.49590561], [7.17900001, 5.98120592, 7.91590563], [4.82100001, 5.98120592, 7.91590563], [3.86652789, 10.27878672, 6.49200302], [5.99999997, 10.25491465, 4.3795773], [6.00000003, 10.30942335, 6.49590562], [3.8580686, 10.28724603, 4.35368382], [8.10959999, 8.14531462, 4.3795773], [8.13347213, 1.71444879, 6.49200301], [10.28216903, 8.14531467, 6.4840968], [10.28216901, 8.14531465, 4.34896476], [8.16410873, 8.14531468, 6.49590561], [8.14193142, 1.72290804, 4.35368382], [10.28216901, 3.86314566, 6.47748111], [10.28216897, 6.01231524, 4.36421409], [10.282169, 3.86314565, 4.34930255], [10.28216898, 6.0012235, 6.51262263], [8.13347213, 10.27878679, 6.49200301], [8.14193142, 10.28724604, 4.35368382], [6.00000001, 5.98120592, 7.91590563]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[131.253830406237,1.41820667454899]"
100-h_9,"{'numbers': [12, 8, 12, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 8, 1, 8, 8, 12, 12, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 8, 8, 12, 8, 6], 'positions': [[1.71783103, 8.14531467, 6.4840968], [1.71783101, 8.14531465, 4.34896476], [3.8904, 8.14531467, 4.37957733], [3.86652789, 1.71444872, 6.49200302], [6.0, 8.14531462, 6.86496073], [5.99999997, 1.69057665, 4.3795773], [6.00000003, 8.14531466, 4.32508132], [6.00000003, 1.74508535, 6.49590562], [3.83589129, 8.14531466, 6.49590561], [3.8580686, 1.72290803, 4.35368382], [8.1329994, 3.86314569, 4.36421414], [8.13347208, 6.01184249, 6.492003], [1.71783101, 3.86314566, 6.47748111], [1.71783097, 6.01231524, 4.36421409], [1.717831, 3.86314565, 4.34930255], [1.71783098, 6.0012235, 6.51262263], [8.14409123, 3.86314564, 6.51262264], [8.14193143, 6.00338327, 4.35368384], [6.00000001, 6.00423015, 2.21729193], [3.8670006, 3.86314561, 4.36421407], [3.86652789, 6.01184254, 6.49200304], [6.0, 3.86314564, 6.48409678], [6.00000002, 6.03571466, 4.37957732], [6.00000001, 3.86314564, 4.34896475], [6.00000001, 5.98120592, 6.49590563], [3.85590879, 3.86314563, 6.51262266], [3.85806858, 6.00338326, 4.35368378], [6.00000036, 8.14531385, 9.78270807], [5.99999998, 8.14531474, 8.82518752], [3.83589129, 8.14531466, 7.49590561], [6.83367891, 5.14752703, 7.91590563], [5.16632112, 6.81488482, 7.91590563], [3.86652789, 10.27878672, 6.49200302], [5.99999997, 10.25491465, 4.3795773], [6.00000003, 10.30942335, 6.49590562], [3.8580686, 10.28724603, 4.35368382], [8.10959999, 8.14531462, 4.3795773], [8.13347213, 1.71444879, 6.49200301], [10.28216903, 8.14531467, 6.4840968], [10.28216901, 8.14531465, 4.34896476], [8.16410873, 8.14531468, 6.49590561], [8.14193142, 1.72290804, 4.35368382], [10.28216901, 3.86314566, 6.47748111], [10.28216897, 6.01231524, 4.36421409], [10.282169, 3.86314565, 4.34930255], [10.28216898, 6.0012235, 6.51262263], [8.13347213, 10.27878679, 6.49200301], [8.14193142, 10.28724604, 4.35368382], [6.00000001, 5.98120592, 7.91590563]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[131.476990828537,1.41915178212086]"
100-h_10,"{'numbers': [12, 8, 12, 12, 12, 12, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 8, 1, 8, 8, 12, 12, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 8, 8, 12, 8, 6], 'positions': [[1.71783103, 8.14531467, 6.4840968], [1.71783101, 8.14531465, 4.34896476], [3.8904, 8.14531467, 4.37957733], [3.86652789, 1.71444872, 6.49200302], [6.0, 8.14531462, 6.86496073], [5.99999997, 1.69057665, 4.3795773], [6.00000003, 8.14531466, 4.32508132], [6.00000003, 1.74508535, 6.49590562], [3.83589129, 8.14531466, 6.49590561], [3.8580686, 1.72290803, 4.35368382], [8.1329994, 3.86314569, 4.36421414], [8.13347208, 6.01184249, 6.492003], [1.71783101, 3.86314566, 6.47748111], [1.71783097, 6.01231524, 4.36421409], [1.717831, 3.86314565, 4.34930255], [1.71783098, 6.0012235, 6.51262263], [8.14409123, 3.86314564, 6.51262264], [8.14193143, 6.00338327, 4.35368384], [6.00000001, 6.00423015, 2.21729193], [3.8670006, 3.86314561, 4.36421407], [3.86652789, 6.01184254, 6.49200304], [6.0, 3.86314564, 6.48409678], [6.00000002, 6.03571466, 4.37957732], [6.00000001, 3.86314564, 4.34896475], [6.00000001, 5.98120592, 6.49590563], [3.85590879, 3.86314563, 6.51262266], [3.85806858, 6.00338326, 4.35368378], [6.00000036, 8.14531385, 9.78270807], [5.99999998, 8.14531474, 8.82518752], [3.83589129, 8.14531466, 7.49590561], [6.83300001, 6.81420592, 7.91590563], [5.16700001, 5.14820592, 7.91590563], [3.86652789, 10.27878672, 6.49200302], [5.99999997, 10.25491465, 4.3795773], [6.00000003, 10.30942335, 6.49590562], [3.8580686, 10.28724603, 4.35368382], [8.10959999, 8.14531462, 4.3795773], [8.13347213, 1.71444879, 6.49200301], [10.28216903, 8.14531467, 6.4840968], [10.28216901, 8.14531465, 4.34896476], [8.16410873, 8.14531468, 6.49590561], [8.14193142, 1.72290804, 4.35368382], [10.28216901, 3.86314566, 6.47748111], [10.28216897, 6.01231524, 4.36421409], [10.282169, 3.86314565, 4.34930255], [10.28216898, 6.0012235, 6.51262263], [8.13347213, 10.27878679, 6.49200301], [8.14193142, 10.28724604, 4.35368382], [6.00000001, 5.98120592, 7.91590563]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[131.162442608922,1.41485174819394]"
100-h_11,"{'numbers': [12, 12, 8, 8, 12, 12, 8, 8, 12, 12, 8, 12, 12, 8, 8, 8, 1, 8, 1, 8, 8, 12, 8, 12, 8, 8, 12, 12, 8, 8, 12, 6], 'positions': [[1.70251268, 3.86652784, 4.91750953], [3.85120962, 6.00000002, 4.90960333], [3.8512096, 6.0, 2.77447129], [1.73314932, 6.00000003, 4.92141214], [6.0237786, 6.00000002, 2.80508386], [8.1333786, 5.99999998, 5.29046726], [8.13337862, 6.00000002, 2.75058785], [5.96926989, 6.00000001, 4.92141215], [10.26685068, 3.86652784, 4.91750953], [3.85120961, 1.71783101, 4.90298764], [3.85120958, 3.85590885, 4.93812916], [5.99990649, 3.86652789, 4.91750957], [8.13337859, 1.71783099, 4.90960331], [8.13337861, 3.83589128, 4.92141216], [5.98928738, 1.71783099, 4.93812919], [5.99144718, 3.85806861, 2.77919031], [8.13337896, 5.9999992, 8.20821461], [8.13337857, 6.0000001, 7.25069405], [5.96926989, 6.00000001, 5.92141215], [5.96926989, 6.00000001, 6.89141215], [5.96926989, 6.00000001, 9.24941215], [1.70251273, 8.13347214, 4.91750954], [3.8512096, 8.14409116, 4.93812912], [5.99990649, 8.13347208, 4.91750955], [8.13337863, 8.16410871, 4.92141215], [5.99144719, 8.14193139, 2.77919035], [3.85120961, 10.28216901, 4.90298764], [8.13337859, 10.28216899, 4.90960331], [5.98928738, 10.28216899, 4.93812919], [10.29748732, 6.00000003, 4.92141214], [10.26685073, 8.13347214, 4.91750954], [5.96926989, 6.00000001, 8.07041215]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[177.525673402543,2.69451476283339]"
100-h_12,"{'numbers': [12, 12, 12, 8, 8, 12, 12, 8, 8, 12, 12, 12, 8, 12, 12, 12, 12, 8, 8, 8, 1, 8, 1, 8, 8, 12, 12, 8, 12, 12, 8, 8, 12, 12, 12, 8, 12, 8, 12, 6], 'positions': [[1.71444872, 3.86652785, 5.4381083], [1.69057663, 5.99999998, 3.3256826], [3.86314567, 6.00000003, 5.4302021], [3.86314564, 6.00000001, 3.29507006], [1.74508537, 6.00000004, 5.44201091], [6.03571464, 6.00000004, 3.32568263], [8.14531464, 5.99999999, 5.81106603], [8.14531467, 6.00000003, 3.27118662], [5.98120593, 6.00000002, 5.44201092], [10.27878672, 3.86652785, 5.4381083], [3.86314565, 1.71783102, 5.42358641], [3.86314561, 3.8670006, 3.31031939], [3.86314562, 3.85590886, 5.45872793], [6.01231524, 1.71783098, 3.31031937], [6.01184253, 3.8665279, 5.43810834], [8.14531464, 1.717831, 5.43020208], [8.14531466, 3.89040002, 3.32568262], [8.14531465, 3.83589129, 5.44201093], [6.00122342, 1.717831, 5.45872796], [6.00338322, 3.85806862, 3.29978908], [8.145315, 5.99999921, 8.72881338], [8.14531462, 6.00000011, 7.77129282], [5.98120593, 6.00000002, 6.44201092], [7.16020593, 6.00000002, 7.51201092], [4.80220593, 6.00000002, 7.51201092], [1.71444877, 8.13347215, 5.43810831], [3.8631457, 8.13299943, 3.31031945], [3.86314564, 8.14409117, 5.45872789], [6.01184253, 8.13347209, 5.43810832], [8.14531461, 8.10960001, 3.3256826], [8.14531467, 8.16410872, 5.44201092], [6.00338324, 8.1419314, 3.29978912], [3.86314565, 10.28216902, 5.42358641], [6.01231524, 10.28216898, 3.31031937], [8.14531464, 10.282169, 5.43020208], [6.00122342, 10.282169, 5.45872796], [10.25491463, 5.99999998, 3.3256826], [10.30942337, 6.00000004, 5.44201091], [10.27878677, 8.13347215, 5.43810831], [5.98120593, 6.00000002, 7.51201092]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[177.931929953552,3.05972340441178]"
