MgO_ID,Structure,E_ads
100-h-w_38,"{'numbers': [8, 12, 8, 12, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 8, 12, 12, 8, 8, 8, 6], 'positions': [[2.75380625, 1.7264146, 5.0671164], [4.86741225, 1.7314963, 5.030646], [7.04480085, 1.7041657, 5.071895], [2.77939465, 6.0038505, 2.911471], [2.73112705, 6.02251, 5.0372216], [4.91791355, 3.8844824, 2.9540414], [4.77229565, 6.018241, 5.2202983], [7.02296235, 5.9849161, 2.8924581], [7.04297015, 3.8818845, 2.9378655], [7.08564845, 6.1371136, 5.2068951], [4.91538595, 6.015263, 2.9436145], [2.75027075, 8.1746177, 5.0188253], [4.90268135, 8.1388714, 2.9344795], [4.86741225, 10.2958343, 5.030646], [7.03699335, 8.2420945, 5.0335291], [7.04173615, 8.13221, 2.9317269], [7.04480085, 10.2685037, 5.071895], [4.89160115, 8.167848, 5.0864571], [6.96607175, 4.463309, 7.1911731], [7.65611305, 4.2883158, 7.8368477], [7.11241995, 5.7491692, 6.1313557], [4.82042435, 5.836779, 7.3677281], [4.90448355, 6.6161473, 7.9281122], [5.63466185, 5.2501039, 7.5427578], [7.02590765, 3.7192465, 5.2801215], [2.76133585, 3.8564548, 5.0294458], [4.88343845, 3.8563666, 5.0441867], [5.96642215, 5.7929741, 6.7495419], [5.96642215, 5.7929741, 9.1075419], [9.20782435, 1.7325919, 5.0243728], [9.26887295, 6.0121952, 5.0078427], [9.19612665, 3.870823, 5.0597237], [9.18698545, 8.1564968, 5.0752054], [9.16100845, 6.0132071, 2.921659], [5.96642215, 5.7929741, 7.9285419]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[133.306925395713,1.48179927306253]"
100-h-w_39,"{'numbers': [12, 8, 12, 8, 12, 12, 12, 8, 8, 8, 12, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 8, 1, 12, 12, 12, 12, 8, 8, 12, 12, 8, 8, 8, 12, 8, 8, 12, 12, 6], 'positions': [[3.8299824, 0.45308655, 5.61419575], [6.007371, 0.42575595, 5.65544475], [1.7419648, 4.72544075, 3.49502075], [1.6936972, 4.74410025, 5.62077135], [3.8804837, 2.60607265, 3.53759115], [3.7348658, 4.73983125, 5.80384805], [5.9855325, 4.70650635, 3.47600785], [6.0055403, 2.60347475, 3.52141525], [6.0482186, 4.85870385, 5.79044485], [3.8779561, 4.73685325, 3.52716425], [1.7128409, 6.89620795, 5.60237505], [1.7202179, 6.87187695, 3.49090365], [1.7163764, 9.01234285, 5.65066615], [3.8652515, 6.86046165, 3.51802925], [3.8299824, 9.01742455, 5.61419575], [5.9995635, 6.96368475, 5.61707885], [5.9965056, 9.03876965, 3.50334855], [6.0043063, 6.85380025, 3.51527665], [6.007371, 8.99009395, 5.65544475], [3.8541713, 6.88943825, 5.67000685], [3.8656452, 9.00822665, 3.49500315], [5.9286419, 3.18489925, 7.77472285], [6.6186832, 3.00990605, 8.42039745], [6.0749901, 4.47075945, 6.71490545], [3.7829945, 4.55836925, 7.95127785], [3.8670537, 5.33773755, 8.51166195], [4.597232, 3.97169415, 8.12630755], [5.9884778, 2.44083675, 5.86367125], [1.723906, 2.57804505, 5.61299555], [3.8460086, 2.57795685, 5.62773645], [6.0372768, 5.7172221, 6.16599215], [6.0372768, 5.7172221, 8.52399215], [6.6186832, 11.57424405, 8.42039745], [5.9884778, 11.00517475, 5.86367125], [8.1703945, 0.45418215, 5.60792255], [8.2314431, 4.73378545, 5.59139245], [10.3063028, 4.72544075, 3.49502075], [10.2580352, 4.74410025, 5.62077135], [8.1586968, 2.59241325, 5.64327345], [8.1703945, 9.01852015, 5.60792255], [10.2771789, 6.89620795, 5.60237505], [10.2845559, 6.87187695, 3.49090365], [10.2807144, 9.01234285, 5.65066615], [8.1495556, 6.87808705, 5.65875515], [10.288244, 2.57804505, 5.61299555], [8.140132, 9.01029055, 3.49456355], [8.1235786, 4.73479735, 3.50520875], [8.1397597, 6.87356865, 3.49872035], [8.1267016, 2.59141695, 3.51946515], [6.0372768, 5.7172221, 7.34499215]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.11418078217,3.06427293234402]"
100-h-w_40,"{'numbers': [8, 8, 12, 12, 12, 8, 8, 8, 12, 8, 12, 12, 12, 12, 8, 8, 8, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 8, 1, 12, 12, 8, 8, 12, 12, 8, 8, 12, 8, 8, 12, 12, 6], 'positions': [[6.0164004, 0.42575595, 5.66160985], [1.7027266, 4.74410025, 5.62693645], [3.8895131, 2.60607265, 3.54375625], [3.7438952, 4.73983125, 5.81001315], [5.9945619, 4.70650635, 3.48217295], [6.0145697, 2.60347475, 3.52758035], [6.057248, 4.85870385, 5.79660995], [3.8869855, 4.73685325, 3.53332935], [1.7218703, 6.89620795, 5.60854015], [1.7254058, 9.01234285, 5.65683125], [3.8742809, 6.86046165, 3.52419435], [3.8390118, 9.01742455, 5.62036085], [6.0085929, 6.96368475, 5.62324395], [6.005535, 9.03876965, 3.50951365], [6.0133357, 6.85380025, 3.52144175], [6.0164004, 8.99009395, 5.66160985], [3.8632007, 6.88943825, 5.67617195], [3.8746746, 9.00822665, 3.50116825], [5.9376713, 3.18489925, 7.78088795], [6.6277126, 3.00990605, 8.42656255], [6.0840195, 4.47075945, 6.72107055], [3.7920239, 4.55836925, 7.95744295], [3.8760831, 5.33773755, 8.51782705], [4.6062614, 3.97169415, 8.13247265], [5.9975072, 2.44083675, 5.86983635], [1.7329354, 2.57804505, 5.61916065], [3.855038, 2.57795685, 5.63390155], [6.0463062, 6.8962221, 7.96715725], [6.0463062, 4.5382221, 7.96715725], [6.6277126, 11.57424405, 8.42656255], [5.9975072, 11.00517475, 5.86983635], [8.2404725, 4.73378545, 5.59755755], [10.2670646, 4.74410025, 5.62693645], [8.1677262, 2.59241325, 5.64943855], [8.1794239, 9.01852015, 5.61408765], [10.2862083, 6.89620795, 5.60854015], [10.2897438, 9.01234285, 5.65683125], [8.158585, 6.87808705, 5.66492025], [10.2972734, 2.57804505, 5.61916065], [8.1491614, 9.01029055, 3.50072865], [8.132608, 4.73479735, 3.51137385], [8.1487891, 6.87356865, 3.50488545], [8.135731, 2.59141695, 3.52563025], [6.0463062, 5.7172221, 7.96715725]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.420341069493,3.11980361605501]"
100-h-w_41,"{'numbers': [12, 12, 8, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 12, 12, 12, 8, 8, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 12, 12, 12, 12, 12, 8, 8, 8, 8, 8, 8, 8, 8, 12, 8, 8, 12, 12, 8, 8, 8, 8, 1, 12, 8, 6], 'positions': [[2.76743795, 1.72082375, 6.67802495], [4.93396115, 1.74216885, 4.56717775], [4.94482655, 1.69349315, 6.71927395], [7.10785005, 1.72191935, 6.67175175], [7.07758755, 1.71368975, 4.55839275], [0.63115275, 6.01183745, 6.68460055], [4.94147385, 5.99672945, 2.42450885], [2.81793925, 3.87380985, 4.60142035], [2.67232135, 6.00756845, 6.86767725], [4.92298805, 5.97424355, 4.53983705], [4.94299585, 3.87121195, 4.58524445], [4.98567415, 6.12644105, 6.85427405], [2.81541165, 6.00459045, 4.59099345], [0.65029645, 8.16394515, 6.66620425], [4.94147385, 8.13781395, 2.42450885], [2.80270705, 8.12819885, 4.58185845], [2.76743795, 10.28516175, 6.67802495], [4.93701905, 8.23142195, 6.68090805], [4.93396115, 10.30650685, 4.56717775], [4.94176185, 8.12153745, 4.57910585], [4.94482655, 10.25783115, 6.71927395], [2.79162685, 8.15717545, 6.73383605], [4.86609745, 4.45263645, 8.83855205], [5.55613875, 4.27764325, 9.48422665], [5.01244565, 5.73849665, 7.77873465], [2.72045005, 5.82610645, 9.01510705], [2.80450925, 6.60547475, 9.57549115], [3.53468755, 5.23943135, 9.19013675], [4.92593335, 3.70857395, 6.92750045], [0.66136155, 3.84578225, 6.67682475], [2.78346415, 3.84569405, 6.69156565], [7.10785005, 10.28625735, 6.67175175], [7.07721525, 8.14130585, 4.56254955], [7.16889865, 6.00152265, 6.65522165], [7.06415715, 3.85915415, 4.58329435], [7.08255835, 5.99672945, 2.42450885], [7.07758755, 10.27802775, 4.55839275], [7.08701115, 8.14582425, 6.72258435], [7.06103415, 6.00253455, 4.56903795], [7.09615235, 3.86015045, 6.70710265], [7.08255835, 8.13781395, 2.42450885], [6.0772864, 6.06398185, 6.75474785], [6.0772864, 6.06398185, 9.11274785], [9.21816995, 1.71574205, 6.71449535], [9.24375835, 5.99317795, 4.55884995], [9.22066995, 3.85834535, 4.55177455], [9.19549075, 6.01183745, 6.68460055], [11.23665935, 6.00756845, 6.86767725], [9.21463445, 8.16394515, 6.66620425], [9.22201145, 8.13961415, 4.55473285], [9.21816995, 10.28008005, 6.71449535], [11.35596485, 8.15717545, 6.73383605], [11.28478805, 5.82610645, 9.01510705], [11.36884725, 6.60547475, 9.57549115], [9.22569955, 3.84578225, 6.67682475], [11.34780215, 3.84569405, 6.69156565], [6.0772864, 6.06398185, 7.93374785]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.548839598433,3.49162650799031]"
100-h-w_42,"{'numbers': [12, 12, 8, 12, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 1, 8, 1, 1, 12, 8, 12, 12, 12, 12, 8, 8, 8, 8, 8, 8, 8, 12, 8, 8, 12, 12, 8, 8, 8, 8, 1, 12, 6], 'positions': [[2.76743795, 1.72082375, 5.62036085], [4.93396115, 1.74216885, 3.50951365], [4.94482655, 1.69349315, 5.66160985], [7.10785005, 1.72191935, 5.61408765], [7.07758755, 1.71368975, 3.50072865], [0.63115275, 6.01183745, 5.62693645], [2.81793925, 3.87380985, 3.54375625], [2.67232135, 6.00756845, 5.81001315], [4.92298805, 5.97424355, 3.48217295], [4.94299585, 3.87121195, 3.52758035], [4.98567415, 6.12644105, 5.79660995], [2.81541165, 6.00459045, 3.53332935], [2.80270705, 8.12819885, 3.52419435], [2.76743795, 10.28516175, 5.62036085], [4.93701905, 8.23142195, 5.62324395], [4.93396115, 10.30650685, 3.50951365], [4.94176185, 8.12153745, 3.52144175], [4.94482655, 10.25783115, 5.66160985], [2.79162685, 8.15717545, 5.67617195], [4.86609745, 4.45263645, 7.78088795], [5.55613875, 4.27764325, 8.42656255], [5.01244565, 5.73849665, 6.72107055], [2.72045005, 5.82610645, 7.95744295], [2.80450925, 6.60547475, 8.51782705], [3.53468755, 5.23943135, 8.13247265], [4.92593335, 3.70857395, 5.86983635], [2.78346415, 3.84569405, 5.63390155], [7.10785005, 10.28625735, 5.61408765], [7.07721525, 8.14130585, 3.50488545], [7.16889865, 6.00152265, 5.59755755], [7.06415715, 3.85915415, 3.52563025], [7.07758755, 10.27802775, 3.50072865], [7.08701115, 8.14582425, 5.66492025], [7.06103415, 6.00253455, 3.51137385], [7.09615235, 3.86015045, 5.64943855], [4.8982864, 6.06398185, 7.49208375], [7.2562864, 6.06398185, 7.49208375], [9.21816995, 1.71574205, 5.65683125], [9.24375835, 5.99317795, 3.50118585], [9.22066995, 3.85834535, 3.49411045], [9.19549075, 6.01183745, 5.62693645], [11.23665935, 6.00756845, 5.81001315], [9.21463445, 8.16394515, 5.60854015], [9.22201145, 8.13961415, 3.49706875], [9.21816995, 10.28008005, 5.65683125], [11.35596485, 8.15717545, 5.67617195], [11.28478805, 5.82610645, 7.95744295], [11.36884725, 6.60547475, 8.51782705], [9.22569955, 3.84578225, 5.61916065], [6.0772864, 6.06398185, 7.49208375]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.82934204249,2.87496322747563]"
100-h-w_43,"{'numbers': [12, 12, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 8, 8, 8, 1, 8, 1, 1, 12, 12, 8, 8, 1, 8, 8, 12, 12, 8, 8, 12, 8, 12, 8, 12, 6], 'positions': [[3.8390118, 1.7451616, 5.4443562], [6.005535, 1.7665067, 3.333509], [6.0164004, 1.717831, 5.4856052], [1.7027266, 6.0361753, 5.4509318], [3.8895131, 3.8981477, 3.3677516], [3.7438952, 6.0319063, 5.6340085], [5.9945619, 5.9985814, 3.3061683], [6.0145697, 3.8955498, 3.3515757], [6.057248, 6.1507789, 5.6206053], [3.8869855, 6.0289283, 3.3573247], [1.7218703, 8.188283, 5.4325355], [6.0085929, 8.2557598, 5.4472393], [6.0133357, 8.1458753, 3.3454371], [6.0164004, 10.282169, 5.4856052], [3.8632007, 8.1815133, 5.5001673], [6.0840195, 5.7628345, 6.5450659], [3.7920239, 5.8504443, 7.7814383], [3.8760831, 6.6298126, 8.3418224], [4.6062614, 5.2637692, 7.956468], [5.9975072, 3.7329118, 5.6938317], [1.7329354, 3.8701201, 5.443156], [3.855038, 3.8700319, 5.4578969], [5.9975072, 3.7329118, 7.6938317], [5.9975072, 3.7329118, 8.6938317], [6.0108454, 6.2989044, 8.2539746], [6.0108454, 3.9409044, 8.2539746], [8.1794239, 1.7462572, 5.438083], [8.2404725, 6.0258605, 5.4215529], [10.2670646, 6.0361753, 5.4509318], [8.1677262, 3.8844883, 5.4734339], [10.2862083, 8.188283, 5.4325355], [8.158585, 8.1701621, 5.4889156], [10.2972734, 3.8701201, 5.443156], [8.132608, 6.0268724, 3.3353692], [8.135731, 3.883492, 3.3496256], [6.0108454, 5.1199044, 8.2539746]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[121.683200487593,1.09991277295346]"
100-h-w_44,"{'numbers': [12, 12, 8, 12, 12, 12, 8, 8, 8, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 8, 12, 8, 12, 8, 8, 12, 8, 12, 6], 'positions': [[2.7715395, 1.68747745, 5.3347563], [2.7840071, 3.81360665, 3.2179568], [2.775075, 3.80361235, 5.3830474], [4.888681, 3.80869405, 5.346577], [7.0582621, 1.75495425, 5.3494601], [7.0552042, 3.83003915, 3.2357298], [7.0660696, 3.78136345, 5.387826], [4.9128699, 1.68070775, 5.4023881], [4.9243438, 3.79949615, 3.2273844], [0.7258037, 8.08939295, 5.3237737], [2.8006634, 8.08104825, 3.227402], [2.777575, 5.94621565, 3.2203266], [2.7523958, 8.09970775, 5.3531526], [0.6530574, 5.94802075, 5.3756547], [4.9391823, 5.96168015, 3.2699724], [4.7935644, 8.09543875, 5.5362293], [7.0442311, 8.06211385, 3.2083891], [7.0642389, 5.95908225, 3.2537965], [7.1069172, 8.21431135, 5.5228261], [4.9366547, 8.09246075, 3.2595455], [2.7715395, 10.25181545, 5.3347563], [4.9239501, 10.21606915, 3.2504105], [7.0582621, 10.31929225, 5.3494601], [4.9128699, 10.24504575, 5.4023881], [6.9873405, 6.54050675, 7.5071041], [7.6773818, 6.36551355, 8.1527787], [7.1336887, 7.82636695, 6.4472867], [4.8416931, 7.91397675, 7.6836591], [4.9257523, 8.69334505, 8.2440432], [5.6559306, 7.32730165, 7.8586888], [7.0471764, 5.79644425, 5.5960525], [2.7826046, 5.93365255, 5.3453768], [4.9047072, 5.93356435, 5.3601177], [5.94602385, 6.23703555, 6.4336109], [5.94602385, 6.23703555, 8.7916109], [9.2290931, 3.80978965, 5.3403038], [9.1988306, 3.80156005, 3.2269448], [9.2901417, 8.08939295, 5.3237737], [9.2173954, 5.94802075, 5.3756547], [9.2082542, 10.23369455, 5.3911364], [11.3469426, 5.93365255, 5.3453768], [9.1822772, 8.09040485, 3.23759], [9.1854002, 5.94702445, 3.2518464], [5.94602385, 6.23703555, 7.6126109]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[126.981145383275,1.37495752763385]"
100-h-w_45,"{'numbers': [12, 12, 8, 12, 12, 12, 8, 8, 8, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 8, 1, 8, 1, 1, 12, 12, 8, 8, 1, 8, 8, 12, 8, 12, 8, 8, 12, 8, 12, 6], 'positions': [[2.7715395, 1.68747745, 5.4325355], [2.7840071, 3.81360665, 3.315736], [2.775075, 3.80361235, 5.4808266], [4.888681, 3.80869405, 5.4443562], [7.0582621, 1.75495425, 5.4472393], [7.0552042, 3.83003915, 3.333509], [7.0660696, 3.78136345, 5.4856052], [4.9128699, 1.68070775, 5.5001673], [4.9243438, 3.79949615, 3.3251636], [0.7258037, 8.08939295, 5.4215529], [2.8006634, 8.08104825, 3.3251812], [2.777575, 5.94621565, 3.3181058], [2.7523958, 8.09970775, 5.4509318], [0.6530574, 5.94802075, 5.4734339], [4.9391823, 5.96168015, 3.3677516], [4.7935644, 8.09543875, 5.6340085], [7.0442311, 8.06211385, 3.3061683], [7.0642389, 5.95908225, 3.3515757], [7.1069172, 8.21431135, 5.6206053], [4.9366547, 8.09246075, 3.3573247], [2.7715395, 10.25181545, 5.4325355], [4.9239501, 10.21606915, 3.3481897], [7.0582621, 10.31929225, 5.4472393], [4.9128699, 10.24504575, 5.5001673], [7.1336887, 7.82636695, 6.5450659], [4.8416931, 7.91397675, 7.7814383], [4.9257523, 8.69334505, 8.3418224], [5.6559306, 7.32730165, 7.956468], [7.0471764, 5.79644425, 5.6938317], [2.7826046, 5.93365255, 5.443156], [4.9047072, 5.93356435, 5.4578969], [7.0471764, 5.79644425, 7.6938317], [7.0471764, 5.79644425, 8.6938317], [6.78002385, 6.23703555, 8.5443901], [5.11202385, 6.23703555, 6.8763901], [9.2290931, 3.80978965, 5.438083], [9.1988306, 3.80156005, 3.324724], [9.2901417, 8.08939295, 5.4215529], [9.2173954, 5.94802075, 5.4734339], [9.2082542, 10.23369455, 5.4889156], [11.3469426, 5.93365255, 5.443156], [9.1822772, 8.09040485, 3.3353692], [9.1854002, 5.94702445, 3.3496256], [5.94602385, 6.23703555, 7.7103901]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[129.546784943759,1.38851433258733]"
100-h-w_46,"{'numbers': [8, 12, 12, 12, 8, 8, 8, 8, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 12, 8, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 12, 12, 12, 8, 8, 8, 8, 8, 8, 12, 12, 8, 12, 12, 8, 8, 12, 12, 8, 12, 8, 6], 'positions': [[0.6643545, 3.82143135, 6.71449535], [2.7779605, 3.82651305, 6.67802495], [4.9475416, 1.77277325, 6.68090805], [4.9444837, 3.84785815, 4.56717775], [4.9522844, 1.66288875, 4.57910585], [4.9553491, 3.79918245, 6.71927395], [2.8021494, 1.69852675, 6.73383605], [2.8136233, 3.81731515, 4.55883235], [7.1183726, 3.82760865, 6.67175175], [7.0877378, 1.68265715, 4.56254955], [7.0881101, 3.81937905, 4.55839275], [7.0975337, 1.68717555, 6.72258435], [0.6416753, 8.11752675, 6.68460055], [4.9519964, 5.96133425, 2.42450885], [2.8284618, 5.97949915, 4.60142035], [2.6828439, 8.11325775, 6.86767725], [4.9335106, 8.07993285, 4.53983705], [4.9535184, 5.97690125, 4.58524445], [4.9961967, 8.23213035, 6.85427405], [2.8259342, 8.11027975, 4.59099345], [4.9475416, 10.33711125, 6.68090805], [4.9522844, 10.22722675, 4.57910585], [2.8021494, 10.26286475, 6.73383605], [4.87662, 6.55832575, 8.83855205], [5.5666613, 6.38333255, 9.48422665], [5.0229682, 7.84418595, 7.77873465], [2.7309726, 7.93179575, 9.01510705], [2.8150318, 8.71116405, 9.57549115], [3.5452101, 7.34512065, 9.19013675], [4.9364559, 5.81426325, 6.92750045], [0.6718841, 5.95147155, 6.67682475], [2.7939867, 5.95138335, 6.69156565], [7.0877378, 10.24699515, 4.56254955], [7.1794212, 8.10721195, 6.65522165], [7.0746797, 5.96484345, 4.58329435], [7.0975337, 10.25151355, 6.72258435], [7.0715567, 8.10822385, 4.56903795], [7.1066749, 5.96583975, 6.70710265], [7.0930809, 5.96133425, 2.42450885], [6.0215654, 5.8900515, 6.81730155], [6.0215654, 5.8900515, 9.17530155], [9.225157, 1.70529645, 6.66620425], [9.2376246, 3.83142565, 4.54940475], [9.2286925, 3.82143135, 6.71449535], [11.3422985, 3.82651305, 6.67802495], [9.2542809, 8.09886725, 4.55884995], [9.2311925, 5.96403465, 4.55177455], [9.2060133, 8.11752675, 6.68460055], [11.2471819, 8.11325775, 6.86767725], [9.225157, 10.26963445, 6.66620425], [11.2953106, 7.93179575, 9.01510705], [9.2362221, 5.95147155, 6.67682475], [11.3583247, 5.95138335, 6.69156565], [6.0215654, 5.8900515, 7.99630155]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[129.362422742898,1.40364083691555]"
100-h-w_47,"{'numbers': [12, 12, 12, 8, 8, 8, 8, 12, 12, 8, 8, 12, 12, 12, 8, 8, 8, 12, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 12, 12, 8, 8, 8, 8, 8, 12, 12, 8, 12, 8, 8, 12, 12, 8, 12, 8, 6], 'positions': [[2.7628561, 3.82651305, 5.62036085], [4.9324372, 1.77277325, 5.62324395], [4.9293793, 3.84785815, 3.50951365], [4.93718, 1.66288875, 3.52144175], [4.9402447, 3.79918245, 5.66160985], [2.787045, 1.69852675, 5.67617195], [2.7985189, 3.81731515, 3.50116825], [7.1032682, 3.82760865, 5.61408765], [7.0726334, 1.68265715, 3.50488545], [7.0730057, 3.81937905, 3.50072865], [7.0824293, 1.68717555, 5.66492025], [2.8133574, 5.97949915, 3.54375625], [2.6677395, 8.11325775, 5.81001315], [4.9184062, 8.07993285, 3.48217295], [4.938414, 5.97690125, 3.52758035], [4.9810923, 8.23213035, 5.79660995], [2.8108298, 8.11027975, 3.53332935], [4.9324372, 10.33711125, 5.62324395], [2.787045, 10.26286475, 5.67617195], [4.8615156, 6.55832575, 7.78088795], [5.5515569, 6.38333255, 8.42656255], [5.0078638, 7.84418595, 6.72107055], [2.7158682, 7.93179575, 7.95744295], [2.7999274, 8.71116405, 8.51782705], [3.5301057, 7.34512065, 8.13247265], [4.9213515, 5.81426325, 5.86983635], [0.6567797, 5.95147155, 5.61916065], [2.7788823, 5.95138335, 5.63390155], [7.1643168, 8.10721195, 5.59755755], [7.0595753, 5.96484345, 3.52563025], [7.0824293, 10.25151355, 5.66492025], [7.0564523, 8.10822385, 3.51137385], [7.0915705, 5.96583975, 5.64943855], [7.185461, 5.8900515, 7.55463745], [4.827461, 5.8900515, 7.55463745], [9.2100526, 1.70529645, 5.60854015], [9.2225202, 3.83142565, 3.49174065], [9.2135881, 3.82143135, 5.65683125], [9.2391765, 8.09886725, 3.50118585], [9.2160881, 5.96403465, 3.49411045], [9.1909089, 8.11752675, 5.62693645], [11.2320775, 8.11325775, 5.81001315], [9.2100526, 10.26963445, 5.60854015], [11.2802062, 7.93179575, 7.95744295], [9.2211177, 5.95147155, 5.61916065], [11.3432203, 5.95138335, 5.63390155], [6.006461, 5.8900515, 7.55463745]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[125.295815963677,1.33546904137602]"
100-h-w_48,"{'numbers': [8, 12, 12, 12, 8, 8, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 8, 12, 12, 8, 8, 8, 12, 6], 'positions': [[3.80347545, 2.7532845, 5.2250819], [5.91708145, 2.7583662, 5.1886115], [8.08666255, 0.7046264, 5.1914946], [8.08360465, 2.7797113, 3.0777643], [8.09447005, 2.7310356, 5.2298605], [5.95274425, 2.7491683, 3.0694189], [1.75420415, 7.0390651, 5.1658082], [3.82906385, 7.0307204, 3.0694365], [3.80597545, 4.8958878, 3.0623611], [3.78079625, 7.0493799, 5.1951871], [1.68145785, 4.8976929, 5.2176892], [5.96758275, 4.9113523, 3.1120069], [5.82196485, 7.0451109, 5.3782638], [8.07263155, 7.011786, 3.0504236], [8.09263935, 4.9087544, 3.095831], [8.13531765, 7.1639835, 5.3648606], [5.96505515, 7.0421329, 3.10158], [3.79993995, 9.2014876, 5.1767908], [5.95235055, 9.1657413, 3.092445], [8.08666255, 9.2689644, 5.1914946], [8.09140535, 9.1590799, 3.0896924], [8.09447005, 11.2953736, 5.2298605], [5.94127035, 9.1947179, 5.2444226], [8.01574095, 5.4901789, 7.3491386], [8.70578225, 5.3151857, 7.9948132], [8.16208915, 6.7760391, 6.2893212], [5.87009355, 6.8636489, 7.5256936], [5.95415275, 7.6430172, 8.0860777], [6.68433105, 6.2769738, 7.7007233], [8.07557685, 4.7461164, 5.438087], [3.81100505, 4.8833247, 5.1874113], [5.93310765, 4.8832365, 5.2021522], [6.99525783, 6.00327585, 6.5915764], [6.99525783, 6.00327585, 8.9495764], [10.25749355, 2.7594618, 5.1823383], [10.31854215, 7.0390651, 5.1658082], [10.24579585, 4.8976929, 5.2176892], [10.23665465, 9.1833667, 5.2331709], [10.21067765, 7.040077, 3.0796245], [10.21380065, 4.8966966, 3.0938809], [6.99525783, 6.00327585, 7.7705764]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[126.483690100264,1.3748238579743]"
